age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
-1.022011187303329,unemployed,single,secondary,no,0.1812,no,no,cellular,gr3,EndQuarter,-0.36949880351002096,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.3494224569798024,management,married,tertiary,no,-0.5737,no,no,cellular,gr3,MidQuarter,-0.07862199472558262,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.6594606385054876,management,married,tertiary,no,-0.453,no,no,cellular,gr3,MidQuarter,-0.9018033635855431,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,no
-0.9379375960128883,services,married,secondary,no,-0.2415,yes,no,unknown,gr2,MidQuarter,0.5002228547554497,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-1.1901583698842109,technician,single,secondary,no,-0.634,yes,yes,cellular,gr3,MidQuarter,0.5293105356338935,-0.18665583730843463,-1.2529693246383447,0.0657185372767471,failure,yes
0.2390926820532835,technician,single,secondary,no,-0.453,yes,no,cellular,gr3,MidQuarter,0.0028235117340601095,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
-0.9379375960128883,admin.,married,tertiary,no,1.208,no,no,cellular,gr3,EndQuarter,-0.506210903638707,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-1.022011187303329,management,single,tertiary,no,-0.3923,no,no,cellular,gr3,MidQuarter,0.38387213124167435,-0.5668284277387787,-2.0037565585438015,0.0657185372767471,success,yes
-0.6857168221415657,blue-collar,single,secondary,no,3.924,no,no,cellular,gr2,EarlyQuarter,-0.10770967560402646,-0.5668284277387787,-1.3155349274637995,0.9279501606910632,failure,no
-0.8538640047224474,management,married,tertiary,no,-0.2415,no,no,cellular,gr3,MidQuarter,2.3560168948001663,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.2742319611746515,blue-collar,single,primary,no,-0.1207,no,no,cellular,gr2,EarlyQuarter,2.3065678373068117,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.40723986463416517,blue-collar,married,primary,no,-0.06036,yes,yes,cellular,gr3,MidQuarter,0.4391387249107176,-0.18665583730843463,-1.2615009977509068,24.63931980458475,unknown,yes
-0.09720168310847987,technician,married,tertiary,no,3.23,yes,no,cellular,gr3,EarlyQuarter,-0.4480355418818193,-0.18665583730843463,-1.5771729029157011,3.514645030934011,failure,yes
0.995755003667251,blue-collar,married,secondary,no,-0.513,no,no,unknown,gr2,EndQuarter,-0.11352721177971523,4.755587838286038,0.5756526124874459,-0.36539727443041087,unknown,no
1.0798285949576918,self-employed,married,primary,no,-0.634,no,yes,telephone,gr3,EarlyQuarter,-0.7040071336121251,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.09720168310847987,entrepreneur,single,secondary,no,-0.604,no,yes,cellular,gr3,EarlyQuarter,-0.7418211187541021,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
-1.2742319611746515,student,single,secondary,no,-0.634,yes,no,unknown,gr3,MidQuarter,0.692201548553179,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
1.2479757775385736,retired,married,secondary,no,-1.358,yes,no,cellular,gr3,EndQuarter,0.029002424524659558,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
1.500196551409896,management,married,secondary,no,0.936,yes,yes,cellular,gr2,EndQuarter,-0.7825438719839234,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.0798285949576918,self-employed,divorced,primary,no,-0.4226,yes,no,unknown,gr3,EndQuarter,0.7852821273641992,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
0.8276078210863693,technician,married,secondary,no,-0.302,yes,yes,unknown,gr3,MidQuarter,-0.41022155673984234,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.1639021862481327,technician,divorced,secondary,yes,-0.453,yes,no,cellular,gr3,MidQuarter,-0.855263074180033,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.43349604827024324,technician,married,tertiary,no,1.358,yes,no,cellular,gr3,EarlyQuarter,-0.4014952524763092,-0.18665583730843463,-1.7677136024295859,0.49683434898390505,success,yes
